Distribuidora||Regex|Date
Light|813|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:15:36
Light|814|Já enviei o solicitado|2021-01-30 02:14:28
Light|815|E tomara que volte logo! 🙏🙏🙏🙏 com medo de estragar as coisas da geladeira|2021-01-30 02:14:16
Light|816|Aparentemente, sim|2021-01-30 02:14:08
Light|817|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:14:06
Light|818|Poxa, eu mereço. Dentro do apto deve estar mais de 40 graus. Insuportável 😩|2021-01-30 02:13:47
Light|819|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:13:38
Light|820|Moradores do Humaitá batendo palmas das janelas agora que os bombeiros conseguiram cessar fogo das duas explosões na sub…|2021-01-30 02:13:31
Light|821|Já foi tudo apagado, Júlia?|2021-01-30 02:13:22
Light|822|😳😱|2021-01-30 02:13:20
Light|823|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:13:13
Light|824|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:12:57
Light|825|Caraca, meo! Só faltava essa!|2021-01-30 02:11:31
Light|826|"""Incêndio agora na instalação de energia elétrica no Humaitá. Metade de Botafogo até o Humaitá, tudo apagado."" Deve ser…"|2021-01-30 02:11:29
Light|827|Moradores do Humaitá batendo palmas das janelas agora que os bombeiros conseguiram cessar fogo das duas explosões na subestação da no Humaitá. Algumas ruas continuam sem luz no apagão.|2021-01-30 02:11:25
Light|828|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:11:25
Light|829|"""Incêndio agora na instalação de energia elétrica no Humaitá. Metade de Botafogo até o Humaitá, tudo apagado."" Deve ser…"|2021-01-30 02:11:18
Light|830|Acho que nao volta tao cedo em|2021-01-30 02:11:12
Light|831|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:11:09
Light|832|Botafogo, humaita e Copacabana não podem ficar sem luz. Imediatamente a Light aparece e resolve o problema, mas a Baixada pode né Três dias que falta luz no mesmo horário. Três dias que ninguém (q compreende uma idosa de 93 anos e outra de 61 e eu) dorme direito.|2021-01-30 02:11:09
Light|833|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:11:05
Light|834|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:10:55
Light|835|Bota?|2021-01-30 02:10:34
Light|836|E aí vcs não falam nada não ???|2021-01-30 02:10:18
Light|837|Teve uma explosão na subestação da Light em botafogo|2021-01-30 02:09:53
Light|838|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:09:50
Light|839|O que temos que fazer com à especulador financeiro, antinacional e antipovo, E não é de hoje esta precariedade, estes incidentes. É melhor reestatizar!|2021-01-30 02:09:49
Light|840||2021-01-30 02:09:31
Light|841|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:09:19
Light|842|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:09:19
Light|843||2021-01-30 02:09:18
Light|844||2021-01-30 02:08:50
Light|845|Está insuportável o calor, sem energia. O que será que ouve?|2021-01-30 02:08:48
Light|846|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:08:30
Light|847|Ahahahah muito bom!|2021-01-30 02:08:13
Light|848|PORRA PEGOU FOGO DEMAIS|2021-01-30 02:08:07
Light|849|Favela do Tabajara segue inteiro sem.luz na parte de.botafogo.|2021-01-30 02:07:53
Light|850|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:07:37
Light|851|"""Incêndio agora na instalação de energia elétrica no Humaitá. Metade de Botafogo até o Humaitá, tudo apagado."" Deve ser…"|2021-01-30 02:07:33
Light|852|"""Incêndio agora na instalação de energia elétrica no Humaitá. Metade de Botafogo até o Humaitá, tudo apagado."" Deve ser…"|2021-01-30 02:06:49
Light|853||2021-01-30 02:06:36
Light|854|bglh pegou fogo|2021-01-30 02:06:21
Light|855|sem luz em Botafogo. Já registrei pelo aplicativo. Até agora sem resposta.|2021-01-30 02:05:48
Light|856||2021-01-30 02:05:40
Light|857|Tô no Humaitá, na altura do Pedro II, e segue tudo sem luz no entorno.|2021-01-30 02:05:36
Light|858|"""Incêndio agora na instalação de energia elétrica no Humaitá. Metade de Botafogo até o Humaitá, tudo apagado."" Deve ser…"|2021-01-30 02:05:36
Light|859|"É isso aí que vai roubar todos os empregos do futuro? A estação pegando fogo, e a IA ""em que posso ajudar?""."|2021-01-30 02:05:26
Light|860|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:05:20
Light|861|"""Incêndio agora na instalação de energia elétrica no Humaitá. Metade de Botafogo até o Humaitá, tudo apagado."" Deve ser…"|2021-01-30 02:05:10
Light|862||2021-01-30 02:04:50
Light|863|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:04:24
Light|864|É isso mesmo! Moro em Botafogo! Também recebi essa informação! 😬😬😬😬|2021-01-30 02:04:13
Light|865|Moro na esquina da real grandeza com voluntários da pátria ... e seguimos sem luz|2021-01-30 02:04:10
Light|866|PORRA LIGHT|2021-01-30 02:04:07
Light|867|"""Incêndio agora na instalação de energia elétrica no Humaitá. Metade de Botafogo até o Humaitá, tudo apagado."" Deve ser o calor. Muito sobrecarga."|2021-01-30 02:03:53
Light|868|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:03:44
Light|869|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:03:39
Light|870|Talvez seja isso|2021-01-30 02:03:18
Light|871|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:03:10
Light|872|muitas ruas sem luz entre Flamengo e JB na z sul do Rio devido a fogo na rede, e no local mas deve demorar a restabelecer! ciente e operando com apoio total a moradores através do|2021-01-30 02:03:05
Light|873|Falta de luz em parte de Xerém. 0421130790|2021-01-30 02:03:04
Light|874|Pegou fogo na subestação Botafogo|2021-01-30 02:02:58
Light|875|Acordei pingando de calor achei estranho quando fui olhar..... ô|2021-01-30 02:02:37
Light|876|Subestação da de Botafogo na rua Pinheiro Guimarães está pegando fogo! Moradores do Morro Sant…|2021-01-30 02:02:20
Light|877|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:02:13
Light|878|Bot|2021-01-30 02:02:02
Light|879|😱😱😱|2021-01-30 02:02:00
Light|880|Subestação da pegando fogo em Botafogo. Bombeiros já estão no local|2021-01-30 02:01:54
Light|881|E quando que vcs vão dar abatimento pela não prestação de serviço de forma decente? Terceiro dia seguido sem|2021-01-30 02:01:48
Light|882|E UPA e hospitais na região!|2021-01-30 02:01:39
Light|883|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:01:35
Light|884|Falta luz na rua das palmeiras|2021-01-30 02:00:57
Light|885|qual previsão para restabelecimento da luz em Botafogo, Rio-RJ?|2021-01-30 02:00:54
Light|886|Sem luz pelo terceiro dia seguido. Moro com minha avó, Idosa de 93 anos, e minha mãe de 61. Quando vcs vão começar a trabalhar direito? Como q dorme?|2021-01-30 02:00:50
Light|887|Crlh mn ossada pprt, pior q ta maior calorzao|2021-01-30 02:00:28
Light|888|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:00:15
Light|889|marcou respondeu, contrata alguém pra fazer algo decente aí|2021-01-30 02:00:07
Light|890|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 02:00:04
Light|891|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:59:35
Light|892|Subestação da de Botafogo na rua Pinheiro Guimarães está pegando fogo! Moradores do Morro Santa Marta também estão sem luz, além de boa parte do Humaitá.|2021-01-30 01:59:34
Light|893|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:59:10
Light|894|03:40 da manhã? Muito otimista|2021-01-30 01:58:56
Light|895|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:58:52
Light|896|Estou comunicando de novo. Quando vcs vão trabalhar com eficiência? Por q ninguém aqui em casa consegue ter uma noite de sono decente.|2021-01-30 01:58:50
Light|897|E pelos vídeos e a fumaça q eu vejo daqui, acho q essa luz não volta tão cedo.|2021-01-30 01:58:43
Light|898|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:58:41
Light|899|Estamos em janeiro ainda! Esse ano promete!!|2021-01-30 01:58:36
Light|900|Nesse calor então. Pqp|2021-01-30 01:58:09
Light|901|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:57:54
Light|902|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:57:37
Light|903||2021-01-30 01:57:34
Light|904|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:57:20
Light|905|Fogo sendo controlado nas duas explosões na subestação da no Humaitá, Rio de Janeiro.|2021-01-30 01:57:18
Light|906|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:57:03
Light|907|No lugar dessas respostas automáticas, devia ter uma resposta objetiva. Sei que em caso de incêndio é complicado, mas precisamos de respostas!|2021-01-30 01:56:44
Light|908||2021-01-30 01:56:34
Light|909|"""privatiza tudooooo"","|2021-01-30 01:56:27
Light|910|Talvez seja isso|2021-01-30 01:56:20
Light|911|Aqui ainda estamos sem luz. Moro na Conde de Irajá|2021-01-30 01:56:15
Light|912|Oi chat bot! Tudo bem, apesar do calor.... corre que sua Subestação está pegando fogo!|2021-01-30 01:55:56
Light|913|Tem mais, os meus utensílios que consomem energia são os mesmos. Ou melhor, tem menos um, o microondas que pifou há mais de 8 meses e está no conserto esperando em ter o dinheiro pra ir buscar.|2021-01-30 01:55:48
Light|914|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:55:48
Light|915|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:55:45
Light|916|Privatiza que melhora rapidinho, e o preço cai|2021-01-30 01:55:44
Light|917|Sou de Botafogo. Ainda tô tentando entender. Do nada a luz acabou, muito cheiro de fumaça. Olho pela janela do meu quarto e vejo esse fogo. Bizarro|2021-01-30 01:55:39
Light|918|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:55:30
Light|919|Gente! Que horror!!😱😱|2021-01-30 01:55:20
Light|920|Sem luz nesse calor! É mta maldade!!|2021-01-30 01:55:17
Light|921|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:55:14
Light|922|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:55:08
Light|923|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:55:06
Light|924|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:55:03
Light|925|Sem luz Botafogo e Humaitá!!!!!!|2021-01-30 01:55:00
Light|926|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:55:00
Light|927|AE BOT TÁ MOSCANDO CARAI? TÁ PEGANDO FOGO O BAGUIO|2021-01-30 01:54:59
Light|928|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:54:55
Light|929|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:54:54
Light|930|CARALHO|2021-01-30 01:54:54
Light|931|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:54:45
Light|932|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:54:44
Light|933|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:54:41
Light|934|Então só voltou numa parte... pqp|2021-01-30 01:54:36
Light|935|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:54:26
Light|936|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:54:19
Light|937|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:54:14
Light|938|Tmnc kkkkkkkkkkkkkk|2021-01-30 01:53:40
Light|939|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:53:34
Light|940|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:53:34
Light|941|Mais uma vez sem luz!qual a providência? Nesse calor de 35° de noite e estamos sem luz. Monopólio é assim.|2021-01-30 01:53:29
Light|942|EU QUERO DORMIR CARALHO|2021-01-30 01:53:17
Light|943|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:53:07
Light|944|cadê a luz????|2021-01-30 01:53:06
Light|945|toda semana isso agora. Toda semana fica sem energia elétrica na minha região. Fica complicado, um preço caro para um serviço falho.|2021-01-30 01:53:04
Light|946|fala pra eles onde é cria|2021-01-30 01:53:01
Light|947||2021-01-30 01:52:54
Light|948|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:52:50
Light|949|É a que não garante a luz, a com essa internet merda... Tá de foder, viu?|2021-01-30 01:52:40
Light|950|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:52:21
Light|951|Tô no Humaitá, na altura do Pedro II, e segue tudo sem luz no entorno.|2021-01-30 01:52:18
Light|952|Subestação da de Botafogo tá pegando fogo! Moradores do Morro Santa Marta também estão sem luz, al…|2021-01-30 01:52:13
