Date|Distribuidora||Original|Regex|Processado|No Stopwords
2021-02-02|Light|802|@adrianoO_87 @gabigol_25 Olá! Você comunica a falta de luz enviando por DM para o @lightclientes #luz instalação, com espaço. Ex: #luz 040666663. Obrigado!|Olá! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|olá comunica falta luz enviando instalação espaço obrigado|olá comunica falta luz enviando instalação espaço obrigado
2021-02-02|Light|803|@ReclameAQUI @InformeRJO @lightclientes Sem luz há 30 mim na Rua Piraí em Marechal Hermes. Idosos em casa. Muito calor. Por favor, já solicitei reparo por DM.|Sem luz há 30 mim na Rua Piraí em Marechal Hermes. Idosos em casa. Muito calor. Por favor, já solicitei reparo por DM.|luz rua idosos casa calor favor solicitei reparo|luz rua idosos casa calor favor solicitei reparo
2021-02-02|Light|804|"@BrunoElias84 @ANEEL_govbr Olá, bom dia. Espero que esteja tudo bem com você!
Você comunica a falta de luz enviando por DM para o @lightclientes #luz instalação, com espaço. Ex: #luz 040666663. Obrigado!"|Olá, bom dia. Espero que esteja tudo bem com você! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|olá bom dia espero bem comunica falta luz enviando instalação espaço obrigado|olá bom dia espero bem comunica falta luz enviando instalação espaço obrigado
2021-02-02|Light|805|@costacaio_ @lightclientes Porra, tá paga kkkkkk|Porra, tá paga kkkkkk|porra tá paga kkkkkk|porra tá paga kkkkkk
2021-02-02|Light|806|@cmendoncale Olá! Você comunica a falta de luz enviando por DM para o @lightclientes #luz instalação, com espaço. Ex: #luz 040666663. Obrigado!|Olá! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|olá comunica falta luz enviando instalação espaço obrigado|olá comunica falta luz enviando instalação espaço obrigado
2021-02-02|Light|807|@FelipeMarcos97 @lightclientes Pagar a conta fdp|Pagar a conta fdp|pagar conta|pagar conta
2021-02-02|Light|808|@lightclientes em Irajá estamos sem luz DM já foi enviado|em Irajá estamos sem luz DM já foi enviado|luz enviado|luz enviado
2021-02-02|Light|809|@mimizent4 Olá! Você comunica a falta de luz enviando por DM para o @lightclientes #luz instalação, com espaço. Ex: #luz 040666663. Obrigado!|Olá! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|olá comunica falta luz enviando instalação espaço obrigado|olá comunica falta luz enviando instalação espaço obrigado
2021-02-02|Light|810|@lightclientes Como se vocês respondessem.|Como se vocês respondessem.|respondessem|respondessem
2021-02-02|Light|811|@FelipeMarcos97 Olá! Você comunica a falta de luz enviando por DM para o @lightclientes #luz instalação, com espaço. Ex: #luz 040666663. Obrigado!|Olá! Você comunica a falta de luz enviando por DM para o instalação, com espaço. Ex: 040666663. Obrigado!|olá comunica falta luz enviando instalação espaço obrigado|olá comunica falta luz enviando instalação espaço obrigado
2021-02-02|Light|812|Calor infernal e Ilha de Guaratiba sem luz. @lightclientes vocês não conseguem prestar o serviço de vocês, mas cobram que as contas sejam pagas né?|Calor infernal e Ilha de Guaratiba sem luz. vocês não conseguem prestar o serviço de vocês, mas cobram que as contas sejam pagas né?|calor infernal ilha luz conseguem prestar serviço cobram contas pagas|calor infernal ilha luz conseguem prestar serviço cobram contas pagas
2021-02-02|Light|813|@lightclientes Estou esperando minha luz voltar, aí eu ficarei bem. Vocês vão queimar as coisas da minha casa e eu vou ser obrigada a processar vocês :)|Estou esperando minha luz voltar, aí eu ficarei bem. Vocês vão queimar as coisas da minha casa e eu vou ser obrigada a processar vocês :)|esperando luz voltar aí ficarei bem queimar coisas casa obrigada processar|esperando luz voltar aí ficarei bem queimar coisas casa obrigada processar
2021-02-02|Light|814|@RaphaelWerneck @lightclientes Se queimar meu split a porrada vai comer|Se queimar meu split a porrada vai comer|queimar split porrada comer|queimar split porrada comer
2021-02-02|Light|815|@pelaggiengineer @lightclientes Tem q pagar a conta primeiro pra reclamar, CARALEO|Tem q pagar a conta primeiro pra reclamar, CARALEO|pagar conta primeiro reclamar caraleo|pagar conta primeiro reclamar caraleo
2021-02-02|Light|816|@lightclientes Todo dia a energia elétrica da Rua Joao Vieira cai e fica oscilando. Já são 2 meses com esse problema. Ate quando?|Todo dia a energia elétrica da Rua Joao Vieira cai e fica oscilando. Já são 2 meses com esse problema. Ate quando?|dia energia elétrica oscilando problema ate|dia energia elétrica oscilando problema ate
2021-02-02|Light|817|@ffc_carvalho @lightclientes Bom dia é o crl, passo o dia todo trabalhando no sol de 40 pensando em dormir com meu ar ligado.. Os maluco n da um esclarecimento de que hrs pode voltar|Bom dia é o crl, passo o dia todo trabalhando no sol de 40 pensando em dormir com meu ar ligado.. Os maluco n da um esclarecimento de que hrs pode voltar|bom dia crl passo dia trabalhando sol pensando dormir ar ligado maluco n esclarecimento voltar|bom dia crl passo dia trabalhando sol pensando dormir ar ligado maluco n esclarecimento voltar
2021-02-02|Light|818|Alou @lightclientes já deu essa queda de luz hein|Alou já deu essa queda de luz hein|alou deu queda|alou deu queda
2021-02-02|Light|819|Resumindo tá geral sem luz, da um jeito nisso aí @lightclientes|Resumindo tá geral sem luz, da um jeito nisso aí|resumindo tá geral luz jeito aí|resumindo tá geral luz jeito aí
2021-02-02|Light|820|@lightclientes @___roque 00:30 e a porra dum robo manda um bom dia|00:30 e a porra dum robo manda um bom dia|00:30 porra manda bom dia|00:30 porra manda bom dia
2021-02-02|Light|821|Pra piorar a situação, acabou a luz. Eu tô com calor @lightclientes me ajudaaa!|Pra piorar a situação, acabou a luz. Eu tô com calor me ajudaaa!|piorar situação acabou luz tô calor|piorar situação acabou luz tô calor
2021-02-02|Light|822|Cadê minha luz @lightclientes ? Acabar a luz uma hora dessas, nesse calor é covardia|Cadê minha luz ? Acabar a luz uma hora dessas, nesse calor é covardia|cadê luz acabar luz hora calor covardia|cadê luz acabar luz hora calor covardia
2021-02-02|Light|823|@lightclientes conseguem me dar uma posição de retorno?|conseguem me dar uma posição de retorno?|conseguem dar posição retorno|conseguem dar posição retorno
2021-02-02|Light|824|eai @lightclientes bora resolver essa luz ai|eai bora resolver essa luz ai|eai bora resolver luz|eai bora resolver luz
2021-02-02|Light|825|RT @manuzinh7: Tá de sacanagem com a nossa cara, @lightclientes??? Aí queima nossos eletrodomésticos e vocês querem hora exata do pico. Uma…|Tá de sacanagem com a nossa cara, Aí queima nossos eletrodomésticos e vocês querem hora exata do pico. Uma…|tá sacanagem cara aí queima querem hora exata pico …|tá sacanagem cara aí queima querem hora exata pico …
2021-02-02|Light|826|Tá de sacanagem com a nossa cara, @lightclientes??? Aí queima nossos eletrodomésticos e vocês querem hora exata do pico. Uma hora dessas tem milhares de pessoas dormindo e vocês de sacanagem.|Tá de sacanagem com a nossa cara, Aí queima nossos eletrodomésticos e vocês querem hora exata do pico. Uma hora dessas tem milhares de pessoas dormindo e vocês de sacanagem.|tá sacanagem cara aí queima querem hora exata pico hora milhares pessoas dormindo sacanagem|tá sacanagem cara aí queima querem hora exata pico hora milhares pessoas dormindo sacanagem
2021-02-02|Light|827|Ninguém merece ficar sem luz com esse calor. @lightclientes|Ninguém merece ficar sem luz com esse calor.|ficar luz calor|ficar luz calor
2021-02-02|Light|828|@lightclientes, eu bem queria ver o BBB sabe. Nada ver essa queda de energia, justo na hora q ia começar a ficar quente... Era só vcs resolvendo hein rs|eu bem queria ver o BBB sabe. Nada ver essa queda de energia, justo na hora q ia começar a ficar quente... Era só vcs resolvendo hein rs|bem queria ver bbb sabe ver queda energia hora q ficar quente vcs resolvendo|bem queria ver bbb sabe ver queda energia hora q ficar quente vcs resolvendo
2021-02-02|Light|829|"RT @eukahperes: E vamos dormir no calor
 Obrigada ein @lightclientes"|E vamos dormir no calor Obrigada ein|dormir calor obrigada|dormir calor obrigada
2021-02-02|Light|830|"Não consigo voltar a dormir sem luz 
Alô @lightclientes  da teu jeito aqui"|Não consigo voltar a dormir sem luz Alô da teu jeito aqui|dormir luz jeito aqui|dormir luz jeito aqui
2021-02-02|Light|831|@lightclientes @ANEEL_govbr Ta tudo ótimo. Sem luz nesse calor. Ta excelente. Vou ligar meu ventilador e dormir agora...não pera...não TEM LUZ. PQ FALTA ROTINEIRAMENTE E VCS NÃO FAZEM NADA.|Ta tudo ótimo. Sem luz nesse calor. Ta excelente. Vou ligar meu ventilador e dormir agora...não pera...não TEM LUZ. PQ FALTA ROTINEIRAMENTE E VCS NÃO FAZEM NADA.|ótimo luz calor excelente ligar ventilador dormir agora pera luz falta rotineiramente fazem|ótimo luz calor excelente ligar ventilador dormir agora pera luz falta rotineiramente fazem
2021-02-02|Light|832|Vai parar com essa palhaçada não? 6  quedas de luz!!!!!! Se queimar algo aqui vocês vão pagar, @lightclientes!!?|Vai parar com essa palhaçada não? 6 quedas de luz!!!!!! Se queimar algo aqui vocês vão pagar,|parar palhaçada quedas luz queimar algo aqui pagar|parar palhaçada quedas luz queimar algo aqui pagar
2021-02-02|Light|833|Falta de respeito com o consumidor, @lightclientes não repara nenhum erro deles. Toda hora falta de energia em cascadura e não resolvem.  4x em menos de 30 minutos, vão pagar pelo produto queimado do domicílio.|Falta de respeito com o consumidor, não repara nenhum erro deles. Toda hora falta de energia em cascadura e não resolvem. 4x em menos de 30 minutos, vão pagar pelo produto queimado do domicílio.|falta respeito consumidor repara erro hora falta energia cascadura resolvem menos pagar produto queimado domicílio|falta respeito consumidor repara erro hora falta energia cascadura resolvem menos pagar produto queimado domicílio
2021-02-02|Light|834|@adrianoO_87 @lightclientes Nem fala, chuva nem tava forte|Nem fala, chuva nem tava forte|fala chuva tava forte|fala chuva tava forte
2021-02-02|Light|835|"E vamos dormir no calor
 Obrigada ein @lightclientes"|E vamos dormir no calor Obrigada ein|dormir calor obrigada|dormir calor obrigada
2021-02-02|Light|836|@lightclientes é brincadeira, ontem a noite luz vinha e voltava direto|é brincadeira, ontem a noite luz vinha e voltava direto|brincadeira ontem noite vinha voltava direto|brincadeira ontem noite vinha voltava direto
2021-02-02|Light|837|Toda semana tá acabando a luz, @lightclientes vamos querer meus amores|Toda semana tá acabando a luz, vamos querer meus amores|semana acabando luz querer|semana acabando luz querer
2021-02-02|Light|838|@lightclientes cadê a luz em Marechal Hermes, por favor né, vamos querer|cadê a luz em Marechal Hermes, por favor né, vamos querer|cadê luz querer|cadê luz querer
2021-02-02|Light|839|@gabigol_25 @lightclientes Qualquer chuvinha que cai da ruim|Qualquer chuvinha que cai da ruim|chuvinha cai|chuvinha cai
2021-02-02|Light|840|@lightclientes sem luz🤦🏽‍♂️ Trasformador deu ruim|sem luz🤦🏽‍♂️ Trasformador deu ruim|🏽‍ trasformador deu|🏽‍ trasformador deu
2021-02-02|Light|841|Quero luzzzzz @lightclientes|Quero luzzzzz|quero luzzzzz|quero luzzzzz
2021-02-02|Light|842|E vamos de reclamar da @lightclientes|E vamos de reclamar da|reclamar|reclamar
2021-02-02|Light|843|@lightclientes Já comuniquei, sem retorno até o momento.|Já comuniquei, sem retorno até o momento.|comuniquei retorno momento|comuniquei retorno momento
2021-02-02|Light|844|@sntsgabi_ @lightclientes KKKKKKKKKKKKXKKVSF|KKKKKKKKKKKKXKKVSF||
2021-02-02|Light|845|@FabinMz @lightclientes viu? eu gosto assim😌|viu? eu gosto assim😌|viu gosto assim|viu gosto assim
2021-02-02|Light|846|E pra completar faltou luz, obrigado @lightclientes|E pra completar faltou luz, obrigado|completar faltou luz obrigado|completar faltou luz obrigado
2021-02-02|Light|847|@lightclientes @sntsgabi_ ANAO KKKKKKKK|ANAO KKKKKKKK||
2021-02-02|Light|848|Alô @lightclientes estamos sem luz no cep 21381-440, nos bairros de Quintino e Cascadura.|Alô estamos sem luz no cep 21381-440, nos bairros de Quintino e Cascadura.|luz bairros quintino cascadura|luz bairros quintino cascadura
2021-02-02|Light|849|Porra @lightclientes cadê a luz porra|Porra cadê a luz porra|porra cadê luz porra|porra cadê luz porra
2021-02-02|Light|850|@lightclientes e vamos de mais uma noite sem luz aqui no subúrbio. Vão resolver ou me ignorar como das últimas vezes até eu precisar solicitar uma reclamação no ReclameAqui e PROCON?|e vamos de mais uma noite sem luz aqui no subúrbio. Vão resolver ou me ignorar como das últimas vezes até eu precisar solicitar uma reclamação no ReclameAqui e PROCON?|vamos noite luz aqui resolver ignorar últimas vezes precisar solicitar reclamação reclameaqui|vamos noite luz aqui resolver ignorar últimas vezes precisar solicitar reclamação reclameaqui
2021-02-02|Light|851|eu odeio esse lugar pobre velho horrivel kkkkkkkk bora @lightclientes nao tenho seu tempo nao fofa.|eu odeio esse lugar pobre velho horrivel kkkkkkkk bora nao tenho seu tempo nao fofa.|odeio lugar pobre velho horrivel tempo|odeio lugar pobre velho horrivel tempo
2021-02-02|Light|852|@lightclientes cozida porém bem, Obrigada pela preocupação o carro ja chegou aqui pra fazer o reparo! 😭♥️|cozida porém bem, Obrigada pela preocupação o carro ja chegou aqui pra fazer o reparo! 😭♥️|cozida porém bem obrigada preocupação carro chegou aqui fazer reparo ♥|cozida porém bem obrigada preocupação carro chegou aqui fazer reparo ♥
2021-02-02|Light|853|Que odio ficar sem luz nesse calor hein @lightclientes|Que odio ficar sem luz nesse calor hein|odio ficar luz calor|odio ficar luz calor
